Date,Close
2002-11-01 00:00:00-05:00,1339.8900146484375
2002-12-01 00:00:00-05:00,1261.1800537109375
2003-01-01 00:00:00-05:00,1228.1400146484375
2003-02-01 00:00:00-05:00,1209.7099609375
2003-03-01 00:00:00-05:00,1221.4599609375
2003-04-01 00:00:00-05:00,1322.0699462890625
2003-05-01 00:00:00-04:00,1391.719970703125
2003-06-01 00:00:00-04:00,1409.47998046875
2003-07-01 00:00:00-04:00,1434.3299560546875
2003-08-01 00:00:00-04:00,1462.300048828125
2003-09-01 00:00:00-04:00,1446.77001953125
2003-10-01 00:00:00-04:00,1528.6199951171875
2003-11-01 00:00:00-05:00,1542.0699462890625
2003-12-01 00:00:00-05:00,1622.93994140625
2004-01-01 00:00:00-05:00,1652.72998046875
2004-02-01 00:00:00-05:00,1675.699951171875
2004-03-01 00:00:00-05:00,1650.4200439453125
2004-04-01 00:00:00-05:00,1624.510009765625
2004-05-01 00:00:00-04:00,1646.800048828125
2004-06-01 00:00:00-04:00,1678.8299560546875
2004-07-01 00:00:00-04:00,1623.260009765625
2004-08-01 00:00:00-04:00,1629.8299560546875
2004-09-01 00:00:00-04:00,1647.47998046875
2004-10-01 00:00:00-04:00,1672.6500244140625
2004-11-01 00:00:00-05:00,1740.3299560546875
2004-12-01 00:00:00-05:00,1799.550048828125
2005-01-01 00:00:00-05:00,1755.6800537109375
2005-02-01 00:00:00-05:00,1792.6300048828125
2005-03-01 00:00:00-05:00,1760.8900146484375
2005-04-01 00:00:00-05:00,1727.489990234375
2005-05-01 00:00:00-04:00,1782.4599609375
2005-06-01 00:00:00-04:00,1784.989990234375
2005-07-01 00:00:00-04:00,1851.3699951171875
2005-08-01 00:00:00-04:00,1834.47998046875
2005-09-01 00:00:00-04:00,1849.3299560546875
2005-10-01 00:00:00-04:00,1818.5
2005-11-01 00:00:00-05:00,1887.280029296875
2005-12-01 00:00:00-05:00,1887.93994140625
2006-01-01 00:00:00-05:00,1937.9300537109375
2006-02-01 00:00:00-05:00,1943.18994140625
2006-03-01 00:00:00-05:00,1967.3800048828125
2006-04-01 00:00:00-05:00,1993.7900390625
2006-05-01 00:00:00-04:00,1936.4100341796875
2006-06-01 00:00:00-04:00,1939.030029296875
2006-07-01 00:00:00-04:00,1951.0
2006-08-01 00:00:00-04:00,1997.4200439453125
2006-09-01 00:00:00-04:00,2048.889892578125
2006-10-01 00:00:00-04:00,2115.64990234375
2006-11-01 00:00:00-05:00,2155.889892578125
2006-12-01 00:00:00-05:00,2186.1298828125
2007-01-01 00:00:00-05:00,2219.18994140625
2007-02-01 00:00:00-05:00,2175.780029296875
2007-03-01 00:00:00-05:00,2200.1201171875
2007-04-01 00:00:00-04:00,2297.580078125
2007-05-01 00:00:00-04:00,2377.75
2007-06-01 00:00:00-04:00,2338.25
2007-07-01 00:00:00-04:00,2265.75
2007-08-01 00:00:00-04:00,2299.7099609375
2007-09-01 00:00:00-04:00,2385.719970703125
2007-10-01 00:00:00-04:00,2423.669921875
2007-11-01 00:00:00-04:00,2322.340087890625
2007-12-01 00:00:00-05:00,2306.22998046875
2008-01-01 00:00:00-05:00,2167.89990234375
2008-02-01 00:00:00-05:00,2097.47998046875
2008-03-01 00:00:00-05:00,2088.419921875
2008-04-01 00:00:00-04:00,2190.1298828125
2008-05-01 00:00:00-04:00,2218.5
2008-06-01 00:00:00-04:00,2031.469970703125
2008-07-01 00:00:00-04:00,2014.3900146484375
2008-08-01 00:00:00-04:00,2043.530029296875
2008-09-01 00:00:00-04:00,1861.43994140625
2008-10-01 00:00:00-04:00,1548.81005859375
2008-11-01 00:00:00-04:00,1437.6800537109375
2008-12-01 00:00:00-05:00,1452.97998046875
2009-01-01 00:00:00-05:00,1330.510009765625
2009-02-01 00:00:00-05:00,1188.8399658203125
2009-03-01 00:00:00-05:00,1292.97998046875
2009-04-01 00:00:00-04:00,1416.72998046875
2009-05-01 00:00:00-04:00,1495.969970703125
2009-06-01 00:00:00-04:00,1498.93994140625
2009-07-01 00:00:00-04:00,1612.31005859375
2009-08-01 00:00:00-04:00,1670.52001953125
2009-09-01 00:00:00-04:00,1732.8599853515625
2009-10-01 00:00:00-04:00,1700.6700439453125
2009-11-01 00:00:00-04:00,1802.6800537109375
2009-12-01 00:00:00-05:00,1837.5
2010-01-01 00:00:00-05:00,1771.4000244140625
2010-02-01 00:00:00-05:00,1826.27001953125
2010-03-01 00:00:00-05:00,1936.47998046875
2010-04-01 00:00:00-04:00,1967.050048828125
2010-05-01 00:00:00-04:00,1809.97998046875
2010-06-01 00:00:00-04:00,1715.22998046875
2010-07-01 00:00:00-04:00,1835.4000244140625
2010-08-01 00:00:00-04:00,1752.550048828125
2010-09-01 00:00:00-04:00,1908.949951171875
2010-10-01 00:00:00-04:00,1981.5899658203125
2010-11-01 00:00:00-04:00,1981.8399658203125
2010-12-01 00:00:00-05:00,2114.2900390625
2011-01-01 00:00:00-05:00,2164.39990234375
2011-02-01 00:00:00-05:00,2238.550048828125
2011-03-01 00:00:00-05:00,2239.43994140625
2011-04-01 00:00:00-04:00,2305.760009765625
2011-05-01 00:00:00-04:00,2279.659912109375
2011-06-01 00:00:00-04:00,2241.659912109375
2011-07-01 00:00:00-04:00,2196.080078125
2011-08-01 00:00:00-04:00,2076.780029296875
2011-09-01 00:00:00-04:00,1930.7900390625
2011-10-01 00:00:00-04:00,2141.81005859375
2011-11-01 00:00:00-04:00,2137.080078125
2011-12-01 00:00:00-05:00,2158.93994140625
2012-01-01 00:00:00-05:00,2255.68994140625
2012-02-01 00:00:00-05:00,2353.22998046875
2012-03-01 00:00:00-05:00,2430.669921875
2012-04-01 00:00:00-04:00,2415.419921875
2012-05-01 00:00:00-04:00,2270.25
2012-06-01 00:00:00-04:00,2363.7900390625
2012-07-01 00:00:00-04:00,2396.6201171875
2012-08-01 00:00:00-04:00,2450.60009765625
2012-09-01 00:00:00-04:00,2513.929931640625
2012-10-01 00:00:00-04:00,2467.510009765625
2012-11-01 00:00:00-04:00,2481.820068359375
2012-12-01 00:00:00-05:00,2504.43994140625
2013-01-01 00:00:00-05:00,2634.159912109375
2013-02-01 00:00:00-05:00,2669.919921875
2013-03-01 00:00:00-05:00,2770.050048828125
2013-04-01 00:00:00-04:00,2823.419921875
2013-05-01 00:00:00-04:00,2889.4599609375
2013-06-01 00:00:00-04:00,2850.659912109375
2013-07-01 00:00:00-04:00,2995.719970703125
2013-08-01 00:00:00-04:00,2908.9599609375
2013-09-01 00:00:00-04:00,3000.179931640625
2013-10-01 00:00:00-04:00,3138.090087890625
2013-11-01 00:00:00-04:00,3233.719970703125
2013-12-01 00:00:00-05:00,3315.590087890625
2014-01-01 00:00:00-05:00,3200.949951171875
2014-02-01 00:00:00-05:00,3347.3798828125
2014-03-01 00:00:00-05:00,3375.510009765625
2014-04-01 00:00:00-04:00,3400.4599609375
2014-05-01 00:00:00-04:00,3480.2900390625
2014-06-01 00:00:00-04:00,3552.179931640625
2014-07-01 00:00:00-04:00,3503.18994140625
2014-08-01 00:00:00-04:00,3643.330078125
2014-09-01 00:00:00-04:00,3592.25
2014-10-01 00:00:00-04:00,3679.989990234375
2014-11-01 00:00:00-04:00,3778.9599609375
2014-12-01 00:00:00-05:00,3769.43994140625
2015-01-01 00:00:00-05:00,3656.280029296875
2015-02-01 00:00:00-05:00,3866.419921875
2015-03-01 00:00:00-05:00,3805.27001953125
2015-04-01 00:00:00-04:00,3841.780029296875
2015-05-01 00:00:00-04:00,3891.179931640625
2015-06-01 00:00:00-04:00,3815.85009765625
2015-07-01 00:00:00-04:00,3895.800048828125
2015-08-01 00:00:00-04:00,3660.75
2015-09-01 00:00:00-04:00,3570.169921875
2015-10-01 00:00:00-04:00,3871.330078125
2015-11-01 00:00:00-04:00,3882.840087890625
2015-12-01 00:00:00-05:00,3821.60009765625
2016-01-01 00:00:00-05:00,3631.9599609375
2016-02-01 00:00:00-05:00,3627.06005859375
2016-03-01 00:00:00-05:00,3873.110107421875
2016-04-01 00:00:00-04:00,3888.1298828125
2016-05-01 00:00:00-04:00,3957.949951171875
2016-06-01 00:00:00-04:00,3968.2099609375
2016-07-01 00:00:00-04:00,4114.509765625
2016-08-01 00:00:00-04:00,4120.2900390625
2016-09-01 00:00:00-04:00,4121.06005859375
2016-10-01 00:00:00-04:00,4045.889892578125
2016-11-01 00:00:00-04:00,4195.72998046875
2016-12-01 00:00:00-05:00,4278.66015625
2017-01-01 00:00:00-05:00,4359.81005859375
2017-02-01 00:00:00-05:00,4532.93017578125
2017-03-01 00:00:00-05:00,4538.2099609375
2017-04-01 00:00:00-04:00,4584.81982421875
2017-05-01 00:00:00-04:00,4649.33984375
2017-06-01 00:00:00-04:00,4678.35986328125
2017-07-01 00:00:00-04:00,4774.56005859375
2017-08-01 00:00:00-04:00,4789.18017578125
2017-09-01 00:00:00-04:00,4887.97021484375
2017-10-01 00:00:00-04:00,5002.02978515625
2017-11-01 00:00:00-04:00,5155.43994140625
2017-12-01 00:00:00-05:00,5212.759765625
2018-01-01 00:00:00-05:00,5511.2099609375
2018-02-01 00:00:00-05:00,5308.08984375
2018-03-01 00:00:00-05:00,5173.18994140625
2018-04-01 00:00:00-04:00,5193.0400390625
2018-05-01 00:00:00-04:00,5318.10009765625
2018-06-01 00:00:00-04:00,5350.830078125
2018-07-01 00:00:00-04:00,5549.9599609375
2018-08-01 00:00:00-04:00,5730.7998046875
2018-09-01 00:00:00-04:00,5763.419921875
2018-10-01 00:00:00-04:00,5369.490234375
2018-11-01 00:00:00-04:00,5478.91015625
2018-12-01 00:00:00-05:00,4984.22021484375
2019-01-01 00:00:00-05:00,5383.6298828125
2019-02-01 00:00:00-05:00,5556.490234375
2019-03-01 00:00:00-05:00,5664.4599609375
2019-04-01 00:00:00-04:00,5893.81005859375
2019-05-01 00:00:00-04:00,5519.27001953125
2019-06-01 00:00:00-04:00,5908.25
2019-07-01 00:00:00-04:00,5993.169921875
2019-08-01 00:00:00-04:00,5898.22998046875
2019-09-01 00:00:00-04:00,6008.58984375
2019-10-01 00:00:00-04:00,6138.72998046875
2019-11-01 00:00:00-04:00,6361.56005859375
2019-12-01 00:00:00-05:00,6553.56982421875
2020-01-01 00:00:00-05:00,6551.0
2020-02-01 00:00:00-05:00,6011.72998046875
2020-03-01 00:00:00-05:00,5269.2001953125
2020-04-01 00:00:00-04:00,5944.68017578125
2020-05-01 00:00:00-04:00,6227.81005859375
2020-06-01 00:00:00-04:00,6351.669921875
2020-07-01 00:00:00-04:00,6709.81005859375
2020-08-01 00:00:00-04:00,7192.10986328125
2020-09-01 00:00:00-04:00,6918.830078125
2020-10-01 00:00:00-04:00,6734.83984375
2020-11-01 00:00:00-04:00,7472.06005859375
2020-12-01 00:00:00-05:00,7759.35009765625
2021-01-01 00:00:00-05:00,7681.009765625
2021-02-01 00:00:00-05:00,7892.81005859375
2021-03-01 00:00:00-05:00,8238.48046875
2021-04-01 00:00:00-04:00,8678.16015625
2021-05-01 00:00:00-04:00,8738.76953125
2021-06-01 00:00:00-04:00,8942.7802734375
2021-07-01 00:00:00-04:00,9155.2099609375
2021-08-01 00:00:00-04:00,9433.580078125
2021-09-01 00:00:00-04:00,8994.830078125
2021-10-01 00:00:00-04:00,9625.01953125
2021-11-01 00:00:00-04:00,9558.330078125
2021-12-01 00:00:00-05:00,9986.7001953125
2022-01-01 00:00:00-05:00,9469.919921875
2022-02-01 00:00:00-05:00,9186.3701171875
2022-03-01 00:00:00-05:00,9527.4599609375
2022-04-01 00:00:00-04:00,8696.650390625
2022-05-01 00:00:00-04:00,8712.599609375
2022-06-01 00:00:00-04:00,7993.43017578125
2022-07-01 00:00:00-04:00,8730.4599609375
2022-08-01 00:00:00-04:00,8374.419921875
2022-09-01 00:00:00-04:00,7603.14013671875
2022-10-01 00:00:00-04:00,8218.7001953125
2022-11-01 00:00:00-04:00,8678.0
2022-12-01 00:00:00-05:00,8178.02001953125
2023-01-01 00:00:00-05:00,8691.8798828125
2023-02-01 00:00:00-05:00,8479.7998046875
2023-03-01 00:00:00-05:00,8791.1298828125
2023-04-01 00:00:00-04:00,8928.349609375
2023-05-01 00:00:00-04:00,8967.16015625
2023-06-01 00:00:00-04:00,9559.669921875
2023-07-01 00:00:00-04:00,9866.76953125
2023-08-01 00:00:00-04:00,9709.6796875
2023-09-01 00:00:00-04:00,9246.740234375
2023-10-01 00:00:00-04:00,9052.3095703125
2023-11-01 00:00:00-04:00,9879.01953125
2023-12-01 00:00:00-05:00,10327.830078125
2024-01-01 00:00:00-05:00,10501.3798828125
2024-02-01 00:00:00-05:00,11062.1103515625
2024-03-01 00:00:00-05:00,11418.0302734375
2024-04-01 00:00:00-04:00,10951.66015625
2024-05-01 00:00:00-04:00,11494.7001953125
2024-06-01 00:00:00-04:00,11907.150390625
2024-07-01 00:00:00-04:00,12052.08984375
2024-08-01 00:00:00-04:00,12344.4296875
2024-09-01 00:00:00-04:00,12309.08984375
